index,tree_name,r_glcm_mean,r_mean_homogeneity,r_mean_contrast,r_mean_dissimilarity,r_mean_ASM,r_mean_correlation,r_mean_energy,g_glcm_mean,g_mean_homogeneity,g_mean_contrast,g_mean_dissimilarity,g_mean_ASM,g_mean_correlation,g_mean_energy,b_glcm_mean,b_mean_homogeneity,b_mean_contrast,b_mean_dissimilarity,b_mean_ASM,b_mean_correlation,b_mean_energy,RE_glcm_mean,RE_mean_homogeneity,RE_mean_contrast,RE_mean_dissimilarity,RE_mean_ASM,RE_mean_correlation,RE_mean_energy,NIR_glcm_mean,NIR_mean_homogeneity,NIR_mean_contrast,NIR_mean_dissimilarity,NIR_mean_ASM,NIR_mean_correlation,NIR_mean_energy,WR_glcm_mean,WR_mean_homogeneity,WR_mean_contrast,WR_mean_dissimilarity,WR_mean_ASM,WR_mean_correlation,WR_mean_energy,WG_glcm_mean,WG_mean_homogeneity,WG_mean_contrast,WG_mean_dissimilarity,WG_mean_ASM,WG_mean_correlation,WG_mean_energy,WB_glcm_mean,WB_mean_homogeneity,WB_mean_contrast,WB_mean_dissimilarity,WB_mean_ASM,WB_mean_correlation,WB_mean_energy,id_based_on_tree_name
10,Cinnamomum Iners,96.8840287757464,0.1088683545282256,337.6035437205422,12.497759082413989,0.0001959597050268,0.9152419409245895,0.013962417621247,106.8230606650921,0.1280281631590567,321.93386144825644,12.028508823587767,0.0004980092171383,0.9080906910640834,0.0222287001422344,42.93177945909535,0.0936729009481537,279.3594960871767,12.23246335971179,0.0001794706711968,0.8761035381997759,0.0133647180398156,28.03797860360359,0.2717234940629577,27.21100788288288,3.649127252252252,0.0010061082514101,0.9586703475420592,0.0317192095016599,38.81059966216221,0.3287685002595542,17.073507882882883,2.8061655405405403,0.0014665387251694,0.9697994980664788,0.0382954138921284,3.959966216216215,0.6939474677000206,1.178856981981982,0.6982263513513512,0.03028955105866,0.9417443750852322,0.1740389354674982,8.491385135135136,0.4300738045955818,7.837105855855856,1.9438626126126124,0.0051326657897339,0.9346094727653854,0.07164262550838,3.035515202702703,0.8602013778484366,0.3076576576576577,0.2842342342342342,0.1110701039669314,0.9225052415666664,0.333271816940664,4
11,Clausena Excavata,81.3833811931147,0.1336397291250566,192.31382671136436,9.539765533524069,0.0003550072141635,0.9115774638527006,0.0187890840278983,93.610974275667,0.1324033142329273,197.2639907886222,9.628316903684537,0.0003638150947217,0.9191515463173624,0.0190257388040222,41.18127371849144,0.1330117593186463,162.01811017489797,8.96553517352083,0.0004485981467331,0.8604026139644946,0.0211252981228835,25.316666666666706,0.3597489549712673,9.642399267399268,2.300824175824176,0.0021519978800198,0.9742558618573316,0.0463896311692587,35.541712454212494,0.3959115045865028,7.630128205128205,2.0204212454212453,0.0025499050705094,0.9801222296624504,0.0504965847410442,2.921978021978023,0.8442269984917045,0.3352564102564103,0.3154761904761905,0.1041283258865676,0.9188620999983986,0.3226892094362123,6.50228937728938,0.6207806834068285,1.7486263736263736,0.9114468864468864,0.0172619508848904,0.9442489210270076,0.1313847437295915,2.5682692307692307,0.9146886446886446,0.171062271062271,0.1706959706959707,0.2174745401119027,0.8949175186469664,0.4663416559904366,6
12,Cinnamomum Iners,90.96469635399625,0.1153142740133295,239.6482604884979,10.696415414036643,0.0001802855772429,0.917461743074119,0.013378236077124,98.94594494837791,0.1206150636323837,238.8876327524903,10.58900999912511,0.0002140440834414,0.9126173687515406,0.0145711748545875,46.6704220913588,0.1120711040662553,196.97885640665697,10.121070124950997,0.0002570985948749,0.8709563568257033,0.015977933721285,24.800650862351617,0.2988139890217804,21.40671519443898,3.1781100400026228,0.0012702728763341,0.9615110453442935,0.0356408877040699,34.56730769230772,0.3252874739137478,17.780510197389994,2.7793625811528626,0.0014306962259788,0.9671227048010244,0.0378245452844949,3.6774132730015063,0.747290506303174,0.833939930487245,0.5552659190766607,0.0486556131848278,0.9422895747707806,0.220580174052039,7.27956751262377,0.520592854712836,4.3802052593612695,1.402403436290904,0.0100103013617037,0.947126908696948,0.10005149355059,2.8709997376877165,0.8811861708014975,0.2580824972129319,0.2408026755852842,0.142205287800366,0.9156255358117787,0.3771011638809485,4
13,Alstonia Angulstiloba,121.0788423376974,0.1939487019972268,120.12926639244614,7.136580104145469,0.0011678866028252,0.9024132701581844,0.0341049604665477,126.26579529375066,0.2084537535896883,112.10280147971352,6.793494767493803,0.0022486586240143,0.8774172561921301,0.0473251647347535,47.98788291888481,0.135917857896192,134.31502364184234,8.282365252457216,0.0004126709590071,0.869195140153564,0.0202660005185615,35.706017952853415,0.3205717153576133,12.522343319811675,2.632732189694215,0.0019957322395613,0.9641571533954072,0.0446736190560082,40.61017708486066,0.3457376617483838,10.73864099180555,2.411253930241272,0.0026723797036444,0.9563915330379708,0.0516950645965791,5.832909763289508,0.6351206106435767,1.6328136454718734,0.8699314142352116,0.024325040696724,0.9239985694125392,0.1559648700724751,12.259599563397025,0.4072894634748087,7.232865777169575,1.9686721079126144,0.005050792468535,0.9200990810648852,0.0710689275881873,3.8434257041851994,0.8563103790951891,0.2968411449424108,0.2889562256650864,0.1332233015636267,0.8928660577281862,0.3649976733674157,0
14,Spathodea Campanulatum,102.45250850168088,0.1128430181274651,231.66351543547347,10.745884521552831,0.0002684187073526,0.8715546155717531,0.0163396616641013,112.86215762076677,0.13130792100202,221.7479603413805,10.377384558917132,0.000639686245137,0.8593865117529013,0.0251923297050437,66.91204335704728,0.1103425270780149,215.98275247865035,10.542029560727345,0.0002780084685323,0.8536353842401301,0.0166322565439472,32.982134453781555,0.2354088106929512,31.486268907563023,4.0780336134453785,0.0011256484711531,0.9305667508619634,0.033550685107061,44.379252100840375,0.2978138260144671,19.39006722689076,3.092588235294118,0.0018208932984958,0.9487335446501642,0.042671926350891,5.441000000000004,0.6167589137734839,1.9105714285714288,0.9337983193277312,0.0221926594167078,0.9148069435681988,0.1489720088362503,10.57687394957983,0.3754375745026688,9.909697478991596,2.2496638655462182,0.0043591557093425,0.9119615273829936,0.0660239025606829,4.454344537815127,0.8087955672757056,0.4594453781512605,0.3947731092436975,0.083918175411341,0.9076021664369602,0.2896863397044137,15
15,Clausena Excavata,92.303824193751,0.124891201475794,216.4902104756179,10.094869414047537,0.0002496998347214,0.9224913786049403,0.0157646071972082,103.20481933706914,0.1302490734318026,219.2748304211957,10.071956593665586,0.0002803217564464,0.9241898495016878,0.0167021567675515,44.87027628982139,0.1199401004631476,184.782178759573,9.675939315729812,0.0002786428551393,0.8877908488592567,0.016654447406141,27.37757629805785,0.3466817950554017,12.569683908045976,2.530395362663496,0.0017058891285783,0.972957281150735,0.0413024106872506,37.85965368608801,0.3931496332829682,9.54280618311534,2.1408045977011496,0.0021904454052444,0.9796713319181968,0.0468021944490256,3.078725723345224,0.8185263337476213,0.4093588981371383,0.3706153388822829,0.0760475555011806,0.9320228604868592,0.2757672125202353,6.915626238604832,0.5850697347072538,2.201743955608403,1.0366131589377727,0.0127590930703677,0.948311571934638,0.1129561555222545,2.7115289338089577,0.90569510503369,0.1911662703131192,0.1890358699960364,0.1810176222318875,0.9134922462426738,0.4254616577694017,6
16,Syzygium Polyanthum,88.87232322175878,0.1118030644553334,294.84430330140464,11.782176554215074,0.0001718138575611,0.9347626545480736,0.0130855637261094,97.44870796547104,0.1228028175403019,287.591734246127,11.526937367932929,0.0003611747777308,0.9355254018297527,0.018958241439211,50.75664821029708,0.0991100963817375,264.24765601793285,11.603761395328142,0.0002193076658209,0.8633460516687376,0.0147814177358255,26.157185628742518,0.3196385754127934,16.740448680104578,2.927848528295522,0.0013184475774393,0.97542326241212,0.0363104334515482,41.01785864889937,0.3712281480169452,11.57792864974277,2.3473475584043184,0.0017290431876092,0.9830009704310648,0.041581765085302,3.0365606814539943,0.7569270610521993,0.729358185038374,0.5261870624947288,0.0535000318553909,0.9432117310004852,0.2313007389858296,6.290988445643926,0.5339838933422133,4.584043181243148,1.4059205532596777,0.0119789971151897,0.9533573538396664,0.1094486049028937,2.919414691743274,0.8784262460993505,0.2512439908914565,0.2444969216496584,0.1322835624639404,0.923894433586083,0.363708073135503,17
17,Sandoricum Koetjape,87.93950878963236,0.126162727669197,303.3800968891833,11.536969302425335,0.000216948951867,0.9519890889519892,0.0146881803468467,96.78017522174092,0.13208502649293,285.0492598789134,11.216513178100112,0.0002983848451285,0.9454447139927338,0.0172239153932683,41.57409751284406,0.1078492323203045,242.57711706597823,11.11916512077338,0.0001709753226506,0.9122730253363244,0.0130422404131708,24.08688610061706,0.3503219965303838,18.737115164361786,2.8227747482862955,0.0014024035955345,0.9763572903628036,0.0374486794898644,36.09595035812573,0.4048771163378101,12.55777021829433,2.207131745841809,0.0016889450229757,0.9844772147722332,0.0410967763088024,2.7266919092634065,0.7339065422672987,1.2596625583343306,0.6383698866647294,0.0497538720588142,0.9464773084003072,0.2230557599767695,6.069937092941765,0.591352489002964,3.182156959948033,1.1318484076650883,0.0136988549937425,0.96007191234398,0.1170421077806724,2.371224294432384,0.8915554256283058,0.2324484179216739,0.2194054599223918,0.14379852747722,0.9371876524973236,0.3792077629442995,13
18,Sterculia Parviflora,96.65544424336215,0.110031836311962,197.58931807515543,10.2533060952538,0.0002534941302622,0.903340621255276,0.0158886205781966,106.94097172820284,0.1163591971943229,191.62961314569813,10.071565025757398,0.0003057505478261,0.8992521734058473,0.0174416420710069,50.9205317811933,0.1091490356861934,181.6107354325652,9.985146823536317,0.0002782657783041,0.8664519800541892,0.016646283554234,25.78524809310372,0.3090635657842692,15.62200204450735,2.900762758512228,0.0016880331665762,0.9577224521735236,0.0410856807972835,37.64535660926315,0.358118850817809,11.769245891326571,2.41216481874656,0.0019457747049013,0.9739360003689626,0.0441109363412444,3.058130848470552,0.7733810729002437,0.5508767791145711,0.4692537548163876,0.0668868099088183,0.9025627799222362,0.2586248439512692,6.674254934339862,0.541607482162472,2.641228277109381,1.18160729731855,0.0129022580520834,0.926406566043179,0.1135881070010562,2.703172918141071,0.8914052056302587,0.221907682629551,0.2179759377211606,0.1780669994004344,0.8883710196712106,0.4219798566287666,16
19,Alstonia Angulstiloba,109.26023654306566,0.152988463722955,134.29261904999657,8.041602155370379,0.0004069240486447,0.8944789794658667,0.0201276554117192,121.65827333228935,0.1815246669130035,120.85642116824692,7.533690883537553,0.0011319649881662,0.8723676661432371,0.0335564092948512,66.12223185935112,0.1287574129943039,137.10343163365127,8.543431419139443,0.0003110182651593,0.9043878437679352,0.0175947126862649,33.721445774339514,0.2733852365861678,20.140782367537582,3.3153919135892567,0.0016777731302752,0.9254666291922578,0.0409606290268507,43.47381769084802,0.3455903863048237,10.765599912421546,2.4108341847905423,0.0028768232914717,0.9391430711829244,0.0536360260596528,4.600295577287986,0.7286735790988419,0.8543460808641075,0.5906984381842066,0.0455531618201268,0.9182134961842644,0.2134318669274268,9.855550284629985,0.4760527118538958,5.2426835498467375,1.5839840899138813,0.0078164073984172,0.9163090472414188,0.0884104484685903,4.067937162458037,0.8666414174104121,0.2889541672748503,0.2703437454386221,0.140445042456408,0.8953140478219941,0.3747599797956126,0
20,Claoxylon Indicum,89.8316126355206,0.0973275607612481,287.7624443623576,12.21710728442893,0.0001990242103583,0.9015445566358532,0.0140820689366886,101.0940735917348,0.1032942154849599,284.8472866292814,12.097266669599115,0.000247785990228,0.9006874903675154,0.0157022167480664,54.69832208606092,0.0925272940601678,282.04583130969354,12.250707262600168,0.0001957375918535,0.8795435734144338,0.0139644190744604,20.073353618778512,0.3464405283699442,12.013910019560964,2.525320582482069,0.0023602671045543,0.95269217875129,0.0485825802583024,30.25910128232994,0.3710695541574467,10.16887633123234,2.2689632688545966,0.0025945062829721,0.9660855998612792,0.050936296321701,2.335932405998697,0.8148593262727657,0.4280047815692241,0.3797544012171267,0.0932508506107528,0.9012772509433832,0.3053700224494095,5.179336013910021,0.5798738769016468,2.303140621603999,1.0625407520104324,0.0166203707334065,0.9228259542906578,0.1289200168065708,2.212317974353402,0.8966039991306238,0.2137035427081069,0.2079439252336448,0.1981502838723105,0.8746779692540603,0.4451407461380171,5
21,Bridelia Sp.,88.05796241370177,0.1155727372117024,227.18050538941895,10.54327846325413,0.0002331929038846,0.8881176251285289,0.0152375865908349,95.72283769690586,0.1168083874396926,226.67364561828472,10.522055117987245,0.0002354122486819,0.8851936523485033,0.0153091830318708,54.32187493892405,0.1179161233999058,199.39537168481047,10.053698883480156,0.0003105399791417,0.8440505626253609,0.0175864745105141,18.92547399124937,0.4364702620670262,6.35719494409334,1.7842245989304817,0.0046737387707506,0.9503862948410484,0.0683647480120469,30.753877005347604,0.4837928117709343,4.470345162858532,1.489790957705396,0.0048562980458016,0.9704983730863028,0.0696871440496854,2.14555177442878,0.8530186736824047,0.3214876033057852,0.2984929508993681,0.1463840227790896,0.8765695987909166,0.3826016502566208,4.589511424404472,0.6840448620691219,1.291200777831794,0.7321341759844433,0.036435434608079,0.9236798218767636,0.190880681599996,2.001640738940204,0.9336096256684492,0.1334224598930481,0.1328877005347593,0.3357189821492425,0.8489111345008581,0.5794126182171411,1
22,Pometia Pinnata,97.99846450336402,0.1198564204662284,195.03047589348225,10.091876505358345,0.0002759643365332,0.9153729409345016,0.0165822942845741,112.38684489231308,0.1515646302266119,188.4580834820973,9.728855525893508,0.0017767390446178,0.8968075607155699,0.0420612424421019,30.81369043648,0.1099319925258738,183.0971525984832,10.109237549783964,0.0003270620222766,0.8804782496169774,0.0180581020438657,25.496269475532166,0.3408497712692614,11.45534342769366,2.5088874259381173,0.0023371096051097,0.9561229686722128,0.048343661478106,37.0819069563309,0.4263019980161995,6.076475751590959,1.78439763001975,0.0038139892283868,0.9706770702317142,0.0617575034176972,2.785055957867017,0.8077024358130349,0.4707044107965766,0.3989466754443713,0.0929451799407779,0.9392475948531228,0.3048691193623551,6.842440201887207,0.5628933649701641,2.6553653719552344,1.1412113232389731,0.0136062006190911,0.9480901438129288,0.1166456198024216,2.056890498134738,0.914900153609831,0.1720430107526881,0.1705069124423963,0.3155244779642197,0.8852503060981733,0.5617156557941213,12
23,Sterculia Parviflora,80.20689068224475,0.1022338735972653,263.49443330468137,11.66075057039865,0.000220985269758,0.8992233814411346,0.0148394355122043,89.04188234876253,0.1033368798362003,263.8999909283383,11.687168141792476,0.000229805843549,0.9024588296129376,0.0151312748464069,40.82373278936856,0.103127533297305,232.7358803359205,11.145313615329757,0.0002378573116596,0.888054734976661,0.0153927878089968,17.92511590405158,0.3920238592416009,7.366458375327554,2.0223745212658737,0.0033498922900557,0.9588596284875212,0.0578782540342719,26.82362426930056,0.4354579496454705,5.528388093798293,1.724047571054223,0.0038054490370135,0.9721773861753582,0.061688321723107,2.096485923536922,0.8461288244384632,0.3399180272794463,0.3130417254585769,0.1319677547221346,0.908929866267703,0.3632736636781349,4.74793388429752,0.6606582988088141,1.2625814687898946,0.7732983941409662,0.0262445403335923,0.9422422516438974,0.1620016676876888,1.833131761069677,0.9227440704159108,0.1546731169791037,0.1545387354699993,0.2866894487703091,0.8623000146547557,0.5354338883282502,16
24,Calophyllum,98.45522643839956,0.1222863139203979,156.33722349005603,9.100020103284136,0.000481355697217,0.8754655349784315,0.0219177377425369,107.08627571458116,0.1264394599138727,150.7013700446687,8.927590352444614,0.0005127674271629,0.8646804365303367,0.0226207543743843,53.1247329184306,0.114029723347465,156.75025512253686,9.313656241606123,0.0004434093538213,0.860984381789983,0.0210322870599922,24.553513071895427,0.3837996805714943,7.380718954248366,2.042075163398693,0.0036897992959438,0.9593223954330375,0.0607437181603486,33.72354983660129,0.4378706608878148,5.373774509803922,1.7087418300653594,0.0043691670738284,0.9741592865675746,0.0660996752929123,3.226205065359478,0.8079248366013072,0.451797385620915,0.3954248366013072,0.1148289862139027,0.8973729150286613,0.3388642592748647,6.884191176470583,0.5814769027744806,2.3194444444444446,1.062091503267974,0.0204711011923832,0.9185070610256484,0.1430772560275855,2.5928308823529407,0.9034313725490196,0.1936274509803922,0.193218954248366,0.2338759139446901,0.8548294112466069,0.4836071897156722,2
